"id","title","poster_url","year","duration","age_rating","star_rating","num_ratings","description"
"74","Sunset Boulevard","https://m.media-amazon.com/images/M/MV5BMTU0NTkyNzYwMF5BMl5BanBnXkFtZTgwMDU0NDk5MTI@._V1_QL75_UX280_CR0,4,280,414_.jpg","1950","1h 50m","Approved","8.4","248K","A screenwriter develops a dangerous relationship with a faded film star determined to make a triumphant return."
"75","Witness for the Prosecution","https://m.media-amazon.com/images/M/MV5BNjRhNTQzMzQtMWViMi00ODQ1LTg0MTEtYWE4ZWZlYjM4YjJhXkEyXkFqcGc@._V1_QL75_UX280_CR0,7,280,414_.jpg","1957","1h 56m","Approved","8.4","149K","A veteran British barrister must defend his client in a murder trial that has surprise after surprise."
"76","The Great Dictator","https://m.media-amazon.com/images/M/MV5BMjc4ZjEwNDUtMjlmZS00NzQ4LTg2N2MtMGI3ZjMyMmM3ZDM2XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","1940","2h 5m","G","8.4","248K","Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime."
"77","Paths of Glory","https://m.media-amazon.com/images/M/MV5BNmQ2NmI2ODYtMDQzNS00NzQyLTkzZjgtZmZlYTQ5MTc1OWU3XkEyXkFqcGc@._V1_QL75_UX280_CR0,7,280,414_.jpg","1957","1h 28m","Approved","8.4","225K","A colonel defends three of his soldiers in a court-martial after they abandon a suicidal attack."
"78","The Cove","https://m.media-amazon.com/images/M/MV5BMTc3Nzg2NzM5MF5BMl5BanBnXkFtZTcwMTYwMjU2Mg@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2009","1h 32m","PG-13","8.4","52K","Using state-of-the-art equipment, a group of activists, led by renowned dolphin trainer Ric O'Barry, infiltrate a cove near Taijii, Japan to expose both a shocking instance of animal abuse and a serious threat to human health."
"79","The Salt of the Earth","https://m.media-amazon.com/images/M/MV5BNjkyNjI3ODc0Ml5BMl5BanBnXkFtZTgwMTU0MjM2NDE@._V1_QL75_UX280_CR0,11,280,414_.jpg","2014","1h 50m","PG-13","8.4","24K","The life and work of photographer Sebastião Salgado, who has spent forty years documenting societies in hidden corners of the world."
"80","Black Friday","https://m.media-amazon.com/images/M/MV5BZmUzYmJiMWItYWEyMC00N2VjLWEzNGQtODc4NDdmZDNmYTk0XkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","2004","2h 23m","Not Rated","8.4","23K","A film about the investigations following the 1993 serial Bombay bomb blasts, told through the different stories of the people involved --police, conspirators, victims, middlemen."
"81","Oppenheimer","https://m.media-amazon.com/images/M/MV5BN2JkMDc5MGQtZjg3YS00NmFiLWIyZmQtZTJmNTM5MjVmYTQ4XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2023","3h","R","8.3","876K","A dramatization of the life story of J. Robert Oppenheimer, the physicist who had a large hand in the development of the atomic bombs that brought an end to World War II."
"82","Eternal Sunshine of the Spotless Mind","https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_QL75_UX280_CR0,0,280,414_.jpg","2004","1h 48m","R","8.3","1.1M","When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories forever."
"83","Scarface","https://m.media-amazon.com/images/M/MV5BNDUzYjY0NmUtMDM4OS00Y2Q5LWJiODYtNTk0ZTk0YjZhMTg1XkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","1983","2h 50m","R","8.3","960K","In the 1980s, a determined criminal-minded Cuban immigrant becomes the biggest drug smuggler in Miami, and is eventually undone by his own drug addiction."
"84","American Beauty","https://m.media-amazon.com/images/M/MV5BMDI1MDE0OTMtMmI2MS00Yjc2LTg2MTItMWExYTg5NzA1OGUzXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","1999","2h 2m","R","8.3","1.2M","A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend."
"85","Good Will Hunting","https://m.media-amazon.com/images/M/MV5BNDdjZGQ5YzEtNTc2My00Mjc0LWFlMTctYzkwMzZlNzdiZWYzXkEyXkFqcGc@._V1_QL75_UX280_CR0,6,280,414_.jpg","1997","2h 6m","R","8.3","1.1M","Will Hunting, a janitor at MIT, has a gift for mathematics, but needs help from a psychologist to find direction in his life."
"86","Heat","https://m.media-amazon.com/images/M/MV5BMTkxYjU1OTMtYWViZC00ZjAzLWI3MDktZGQ2N2VmMjVjNDRlXkEyXkFqcGc@._V1_QL75_UY414_CR4,0,280,414_.jpg","1995","2h 50m","R","8.3","752K","A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a verbal clue at their latest heist."
"87","Requiem for a Dream","https://m.media-amazon.com/images/M/MV5BN2ZlMjIzZjctYzA2My00ZWYyLWI4ZjctMGI2NWYyNzFiZjAwXkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","2000","1h 42m","NC-17","8.3","935K","The drug-induced utopias of four Coney Island people are shattered when their addictions run deep."
"88","Up","https://m.media-amazon.com/images/M/MV5BNmI1ZTc5MWMtMDYyOS00ZDc2LTkzOTAtNjQ4NWIxNjYyNDgzXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2009","1h 36m","PG","8.3","1.2M","78-year-old Carl Fredricksen travels to South America in his house equipped with balloons, inadvertently taking a young stowaway."
"89","Incendies","https://m.media-amazon.com/images/M/MV5BYWFmMjdmNjctNzhhOC00ZmMzLTkwOGItMmVmZDU4MjE2MTYwXkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","2010","2h 11m","R","8.3","225K","Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes."
"90","Joker","https://m.media-amazon.com/images/M/MV5BNzY3OWQ5NDktNWQ2OC00ZjdlLThkMmItMDhhNDk3NTFiZGU4XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2019","2h 2m","R","8.3","1.6M","Arthur Fleck, a party clown and a failed stand-up comedian, leads an impoverished life with his ailing mother. However, when society shuns him and brands him as a freak, he decides to embrace the life of chaos in Gotham City."
"91","Braveheart","https://m.media-amazon.com/images/M/MV5BNGMxZDBhNGQtYTZlNi00N2UzLWI4NDEtNmUzNWM2NTdmZDA0XkEyXkFqcGc@._V1_QL75_UY414_CR0,0,280,414_.jpg","1995","2h 58m","R","8.3","1.1M","Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England."
"92","2001: A Space Odyssey","https://m.media-amazon.com/images/M/MV5BNjU0NDFkMTQtZWY5OS00MmZhLTg3Y2QtZmJhMzMzMWYyYjc2XkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","1968","2h 29m","G","8.3","750K","When a mysterious artifact is uncovered on the Moon, a spacecraft manned by two humans and one supercomputer is sent to Jupiter to find its origins."
"93","Reservoir Dogs","https://m.media-amazon.com/images/M/MV5BMmMzYjg4NDctYWY0Mi00OGViLWIzMTMtYWNlZGY5ZDJmYjk3XkEyXkFqcGc@._V1_QL75_UX280_CR0,1,280,414_.jpg","1992","1h 39m","R","8.3","1.1M","When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant."
"94","Once Upon a Time in America","https://m.media-amazon.com/images/M/MV5BMDQ0ZTg2OGUtZjMyOC00M2M5LThkMmItZmM2MmUzMmIxMWJhXkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","1984","3h 49m","R","8.3","393K","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan 35 years later, where he must once again confront the ghosts and regrets of his old life."
"95","The Hunt","https://m.media-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_QL75_UY414_CR5,0,280,414_.jpg","2012","1h 55m","R","8.3","386K","A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie."
"96","Toy Story","https://m.media-amazon.com/images/M/MV5BZTA3OWVjOWItNjE1NS00NzZiLWE1MjgtZDZhMWI1ZTlkNzYwXkEyXkFqcGc@._V1_QL75_UX280_CR0,2,280,414_.jpg","1995","1h 21m","G","8.3","1.1M","A cowboy doll is profoundly threatened and jealous when a new spaceman action figure supplants him as top toy in a boy's bedroom."
"97","Hamilton","https://m.media-amazon.com/images/M/MV5BYzBhOWY4ZTktMjE2NS00ZGIyLWJkOGMtNDQyN2JjZWFiODdiXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2020","2h 40m","PG-13","8.3","127K","The real life of one of America's foremost founding fathers and first Secretary of the Treasury, Alexander Hamilton. Captured live on Broadway from the Richard Rodgers Theater with the original Broadway cast."
"98","Lawrence of Arabia","https://m.media-amazon.com/images/M/MV5BYjY0YTQ1OTAtYjEyNy00NTQ4LThlMTQtM2QwYTVhYWFhNjU5XkEyXkFqcGc@._V1_QL75_UY414_CR4,0,280,414_.jpg","1962","3h 47m","PG","8.3","328K","The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks."
"99","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","https://m.media-amazon.com/images/M/MV5BMjFjYzBlOTktMTI2OS00ZWVhLTgxMDUtNzAwODY2NmI3YTAzXkEyXkFqcGc@._V1_QL75_UX280_CR0,10,280,414_.jpg","1964","1h 35m","PG","8.3","536K","A mentally unstable American general orders a hydrogen bomb attack on the Soviet Union, triggering a path to global nuclear holocaust that a war room full of politicians and generals frantically tries to stop."
"100","Amélie","https://m.media-amazon.com/images/M/MV5BOTNmYzY0MWQtZGZmNy00Y2Y4LWFmMDQtMTZjYTdiYzEwZGQ2XkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","2001","2h 2m","R","8.3","816K","Despite being caught in her imaginative world, young waitress Amelie decides to help people find happiness. Her quest to spread joy leads her on a journey during which she finds true love."
"101","Star Wars: Episode VI - Return of the Jedi","https://m.media-amazon.com/images/M/MV5BNWEwOTI0MmUtMGNmNy00ODViLTlkZDQtZTg1YmQ3MDgyNTUzXkEyXkFqcGc@._V1_QL75_UX280_CR0,10,280,414_.jpg","1983","2h 11m","PG","8.3","1.2M","After rescuing Han Solo from Jabba the Hutt, the Rebel Alliance attempts to destroy the second Death Star while Luke struggles to help Darth Vader back from the dark side."
"102","Toy Story 3","https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_QL75_UY414_CR7,0,280,414_.jpg","2010","1h 43m","G","8.3","928K","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home."
"103","The Sting","https://m.media-amazon.com/images/M/MV5BZGI4OTk4MDMtYmQ1Ni00YTUzLTkyYTktZGUwMjMyN2M4NjQ5XkEyXkFqcGc@._V1_QL75_UX280_CR0,7,280,414_.jpg","1973","2h 9m","PG","8.3","289K","Two grifters team up to pull off the ultimate con."
"104","Vertigo","https://m.media-amazon.com/images/M/MV5BNzEyZTUxMWItMGVhYy00Y2NlLTljYTMtYzBmMzI1YmUyMDBkXkEyXkFqcGc@._V1_QL75_UX280_CR0,10,280,414_.jpg","1958","2h 8m","PG","8.3","443K","A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed."
"105","Citizen Kane","https://m.media-amazon.com/images/M/MV5BYjk1ZDJlMmUtOWQ0Zi00MDM5LTk1OGYtODczNjFmMGYwZGVkXkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","1941","1h 59m","PG","8.3","480K","Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'"
"106","The Apartment","https://m.media-amazon.com/images/M/MV5BNDdhMzVhOWQtNDU2Mi00ZmZmLWJiZDMtY2QxMjhjY2Y1ZTI5XkEyXkFqcGc@._V1_QL75_UX280_CR0,14,280,414_.jpg","1960","2h 5m","Approved","8.3","208K","A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but office politics and his own romantic hopes complicate matters."
"107","Metropolis","https://m.media-amazon.com/images/M/MV5BMjhjMGYyMjAtMzJkYy00NzhlLWIwY2MtMWQ2ODIxZDUyOGYyXkEyXkFqcGc@._V1_QL75_UY414_CR0,0,280,414_.jpg","1927","2h 33m","Not Rated","8.3","193K","In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences."
"108","To Kill a Mockingbird","https://m.media-amazon.com/images/M/MV5BZTlkYWU4MGEtZmQyYi00OWEzLTgzY2EtYzVjOTEzYzAyNTk1XkEyXkFqcGc@._V1_QL75_UX280_CR0,6,280,414_.jpg","1962","2h 9m","Approved","8.3","342K","A widowed lawyer in Depression-era Alabama defends a black man against a false rape charge while teaching his young children about the sad reality of prejudice."
"109","North by Northwest","https://m.media-amazon.com/images/M/MV5BZWIzODI2OGItMzM0Ny00OGRmLTlkNmItMDQxMTFmMTk3YmQwXkEyXkFqcGc@._V1_QL75_UX280_CR0,3,280,414_.jpg","1959","2h 16m","Approved","8.3","359K","A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt."
"110","Judgment at Nuremberg","https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_QL75_UX280_CR0,3,280,414_.jpg","1961","2h 59m","Approved","8.3","91K","Fictionalized depiction of the 1947 Judges' Trial, the third of twelve trials of Nazi war criminals conducted by the American occupying forces in Nuremberg, Germany, in which former judges of Nazi Germany were tried for their actions."
"111","Singin' in the Rain","https://m.media-amazon.com/images/M/MV5BMGQzZDFjZWUtZDU4ZS00ZjM3LTgyYmItYjA3YmIwYzRkZWY3XkEyXkFqcGc@._V1_QL75_UY414_CR2,0,280,414_.jpg","1952","1h 43m","G","8.3","271K","A silent film star falls for a chorus girl just as he and his delusionally jealous screen partner are trying to make the difficult transition to talking pictures in 1920s Hollywood."
"112","Dangal","https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_QL75_UY414_CR8,0,280,414_.jpg","2016","2h 41m","Not Rated","8.3","224K","Mahavir Singh Phogat, a former wrestler, decides to fulfill his dream of winning a gold medal for his country by training his daughters for the Commonwealth Games despite the existing social stigmas."
"113","Double Indemnity","https://m.media-amazon.com/images/M/MV5BM2YwNjZlZDktNTlmNS00ODQwLWJmNmUtYmE1NTBhYjc1YTY5XkEyXkFqcGc@._V1_QL75_UX280_CR0,5,280,414_.jpg","1944","1h 47m","Approved","8.3","174K","An insurance representative is seduced by a dissatisfied housewife into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, a claims investigator."
"114","Ikiru","https://m.media-amazon.com/images/M/MV5BMTFlMWIxMTItMTNhOC00NWI5LTg3ZmEtYzY5ZGY0YTA5ZmFlXkEyXkFqcGc@._V1_QL75_UY414_CR8,0,280,414_.jpg","1952","2h 23m","Not Rated","8.3","96K","A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer."
"115","Like Stars on Earth","https://m.media-amazon.com/images/M/MV5BZTI0ZGRiMDEtNGNjMS00MGU4LWI3OTktNzcxMDZmZTk3MTljXkEyXkFqcGc@._V1_QL75_UY414_CR5,0,280,414_.jpg","2007","2h 42m","PG","8.3","217K","A young boy is thought to be nothing but a lazy troublemaker until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school."
"116","The Rescue","https://m.media-amazon.com/images/M/MV5BMjFkOWE2OTQtZjdkMy00ZTk5LWEwZGEtN2EzOTc3OTE5ZmEwXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2021","1h 47m","PG","8.3","22K","A chronicle of the enthralling, against-all-odds story that transfixed the world in 2018: the daring rescue of twelve boys and their coach from deep inside a flooded cave in Northern Thailand."
"117","Hoop Dreams","https://m.media-amazon.com/images/M/MV5BOGQ0NDdmZjUtYWY5OC00MDQzLThjNTgtZjc5ZTVmNGNhMmI2XkEyXkFqcGc@._V1_QL75_UX280_CR0,6,280,414_.jpg","1994","2h 50m","PG-13","8.3","29K","A film following the lives of two inner-city Chicago boys who struggle to become college basketball players on the road to going professional."
"118","Won't You Be My Neighbor?","https://m.media-amazon.com/images/M/MV5BMjM1NDg1MjUzNF5BMl5BanBnXkFtZTgwNTAxNjIzNTM@._V1_QL75_UX280_CR0,0,280,414_.jpg","2018","1h 35m","PG-13","8.3","28K","An exploration of the life, lessons, and legacy of iconic children's television host Fred Rogers."
"119","Winter on Fire: Ukraine's Fight for Freedom","https://m.media-amazon.com/images/M/MV5BNTY4MDgwOTI3M15BMl5BanBnXkFtZTgwNjYxMjU3NjE@._V1_QL75_UX280_CR0,0,280,414_.jpg","2015","1h 42m","Not Rated","8.3","21K","A documentary on the unrest in Ukraine during 2013 and 2014, as student demonstrations supporting European integration grew into a violent revolution calling for the resignation of President Viktor F. Yanukovich."
"120","The Wild Robot","https://m.media-amazon.com/images/M/MV5BZWNiZjVlZTUtNGUwYi00MjJmLTg2MDctNWEzYTJiMzY1ODc4XkEyXkFqcGc@._V1_QL75_UX280_CR0,14,280,414_.jpg","2024","1h 42m","PG","8.2","158K","After a shipwreck, an intelligent robot called Roz is stranded on an uninhabited island. To survive the harsh environment, Roz bonds with the island's animals and cares for an orphaned baby goose."
"121","Snatch","https://m.media-amazon.com/images/M/MV5BYzk5NjJkMTQtN2IyNC00YWM5LTlhZmMtNGI3MWNhMTU1YTc4XkEyXkFqcGc@._V1_QL75_UY414_CR2,0,280,414_.jpg","2000","1h 42m","R","8.2","943K","Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond."
"122","The Wolf of Wall Street","https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_QL75_UX280_CR0,0,280,414_.jpg","2013","3h","R","8.2","1.7M","Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government."
"123","Top Gun: Maverick","https://m.media-amazon.com/images/M/MV5BMDBkZDNjMWEtOTdmMi00NmExLTg5MmMtNTFlYTJlNWY5YTdmXkEyXkFqcGc@._V1_QL75_UX280_CR0,0,280,414_.jpg","2022","2h 10m","PG-13","8.2","767K","The story involves Maverick confronting his past while training a group of younger Top Gun graduates, including the son of his deceased best friend, for a dangerous mission."
"124","Jurassic Park","https://m.media-amazon.com/images/M/MV5BMjM2MDgxMDg0Nl5BMl5BanBnXkFtZTgwNTM2OTM5NDE@._V1_QL75_UX280_CR0,3,280,414_.jpg","1993","2h 7m","PG-13","8.2","1.1M","An industrialist invites some experts to visit his theme park of cloned dinosaurs. After a power failure, the creatures run loose, putting everyone's lives, including his grandchildren's, in danger."
"125","Prisoners","https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_QL75_UY414_CR0,0,280,414_.jpg","2013","2h 33m","R","8.2","866K","Keller Dover is facing every parent's worst nightmare. His six-year-old daughter, Anna, is missing, together with her friend, Joy, and as minutes turn to hours, panic sets in. The only lead is an RV that had been parked on their street."
"126","No Country for Old Men","https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_QL75_UY414_CR1,0,280,414_.jpg","2007","2h 2m","R","8.2","1.1M","Violence and mayhem ensue after a hunter stumbles upon the aftermath of a drug deal gone wrong and over two million dollars in cash near the Rio Grande."
